,column_skill/air_temperature,column_skill/cloud_water,column_skill/specific_humidity,column_skill/surface_precipitation,column_skill/gscond/air_temperature,column_skill/gscond/cloud_water,column_skill/gscond/specific_humidity,column_skill/precpd/air_temperature,column_skill/precpd/cloud_water,column_skill/precpd/specific_humidity,tropical_average_temp_near_tropopause_5d_k,antarctic_avg_column_integrated_cloud_5d_kg,drifts/air_temperature/10day,drifts/cloud_water_mixing_ratio/10day,drifts/specific_humidity/10day,duration_seconds
zc-emu-monthly-normfix-m10-seed2-30d-v1-online,0.9830137491226196,0.9483972191810608,0.9878508448600768,0.9519157409667968,0.9837216734886168,0.9884842038154602,0.9884842038154602,0.9654930233955384,0.9058862924575806,0.9704322814941406,205.58097483452136,0.07790815264970803,-0.006849413450780162,1.4351556961964064e-08,-1.9665566319002417e-07,2591100
zc-emu-monthly-normfix-m11-seed2-30d-v1-online,0.9808497428894044,0.9152395129203796,0.9859267473220824,0.914356768131256,0.9823637008666992,0.9871711134910583,0.9871711134910583,0.9492135643959044,0.8434873223304749,0.955967903137207,205.2429571184317,0.046273344580253145,-0.010819653637301484,-2.2875614804071352e-08,1.36766959449113e-06,2591100
zc-emu-monthly-normfix-m12-seed2-30d-v1-online,0.9794283509254456,0.9259393215179444,0.983668327331543,0.9246814250946044,0.9807012677192688,0.9844869375228882,0.9844869375228882,0.950714945793152,0.8668922185897827,0.9599277973175048,204.90826305753075,0.05349825974065535,-0.007911163619581885,-2.7325614235203532e-08,1.6559451085481225e-06,2591100
zc-emu-monthly-normfix-m01-seed3-30d-v1-online,0.9810059666633606,0.9399222135543824,0.9842614531517028,0.97087824344635,0.9813603162765504,0.9846925735473632,0.9846925735473632,0.9723573923110962,0.9087195992469788,0.9722443222999572,205.78316606925677,0.07447517088053679,-0.01161492624780749,8.296192489079008e-09,6.475567523802836e-07,2591100
zc-emu-monthly-normfix-m02-seed3-30d-v1-online,0.98271644115448,0.9400037527084352,0.9861595630645752,0.9686300158500672,0.9832870364189148,0.9867188930511476,0.9867188930511476,0.9716823697090148,0.90888249874115,0.9726800322532654,206.2207364265194,0.08626980357353158,-0.006189215389198921,2.6804355727448796e-08,-6.866525659960342e-07,2591100
zc-emu-monthly-normfix-m03-seed3-30d-v1-online,0.983284592628479,0.9546692967414856,0.986830472946167,0.978070855140686,0.9838045835494996,0.9874400496482848,0.9874400496482848,0.9737604856491088,0.9328688383102416,0.9738710522651672,205.95024812208948,0.12335836601919634,-0.013879785441957893,5.3160136030413575e-09,-2.318449963656464e-07,2591100
zc-emu-monthly-normfix-m04-seed3-30d-v1-online,0.980429708957672,0.9331544041633606,0.9836530685424804,0.9514968991279602,0.9816297292709352,0.9847594499588012,0.9847594499588012,0.9606042504310608,0.8812118768692017,0.965337336063385,205.26869922154177,0.10947102617812676,-0.009792432998125378,1.0555949398389296e-08,6.335985400993116e-07,2591100
zc-emu-monthly-normfix-m05-seed3-30d-v1-online,0.9808598160743712,0.9215819835662842,0.983546018600464,0.9397889971733092,0.9811725616455078,0.9837759733200072,0.9837759733200072,0.9727367758750916,0.8548882007598877,0.9735621213912964,205.7607957517152,0.11122542503480376,-0.008696068466403518,2.121023675294166e-08,7.297299432966128e-07,2591100
zc-emu-monthly-normfix-m06-seed3-30d-v1-online,0.9807966351509094,0.9480219483375548,0.9833085536956788,0.9749448895454408,0.9808776378631592,0.983364462852478,0.983364462852478,0.9734947681427002,0.9138696789741516,0.9733354449272156,206.1427316506595,0.08778989008135213,-0.011968885264775507,-1.1039808127592432e-08,1.0747150012751974e-06,2591100
zc-emu-monthly-normfix-m07-seed3-30d-v1-online,0.9812020063400269,0.9354698061943054,0.9836173057556152,0.9534229636192322,0.9814566373825072,0.9838254451751708,0.9838254451751708,0.9714514017105104,0.8815564513206482,0.971812903881073,206.31197087326697,0.09250460969289807,-0.006266941829431971,2.062552968582736e-08,3.735986207553492e-07,2591100
zc-emu-monthly-normfix-m08-seed3-30d-v1-online,0.9837794899940492,0.9561334848403932,0.9868501424789428,0.9776686429977416,0.9839162826538086,0.9870009422302246,0.9870009422302246,0.975429892539978,0.9262396097183228,0.9752742648124696,206.4225197380304,0.08914910806386557,-0.006136964601969908,4.8649143025018214e-08,-1.1983202330102024e-06,2591100
zc-emu-monthly-normfix-m09-seed3-30d-v1-online,0.9820880889892578,0.9469096660614014,0.9851463437080384,0.9754081964492798,0.9827460646629332,0.9857720732688904,0.9857720732688904,0.969251036643982,0.9182607531547546,0.9706444144248962,205.96150976229703,0.101051852998751,-0.006441038224491535,1.8052418441826222e-08,1.5775844314658977e-07,2591100
zc-emu-monthly-normfix-m10-seed3-30d-v1-online,0.9826138019561768,0.9472247958183287,0.9860398769378662,0.9735071659088136,0.9829509854316713,0.9864012598991394,0.9864012598991394,0.9747980833053588,0.9224872589111328,0.9752338528633118,205.6171643306769,0.08249695998984502,-0.007375882978726623,3.0599351983464773e-08,-7.432703870159998e-07,2591100
zc-emu-monthly-normfix-m11-seed3-30d-v1-online,0.9779428243637084,0.9272701740264891,0.980879843235016,0.9645980000495912,0.9792523384094238,0.9821981191635132,0.9821981191635132,0.965185046195984,0.9026992321014404,0.9659929275512696,205.28701084829063,0.05351937511125181,-0.010342128955969088,3.043430520870128e-09,7.286847998571981e-07,2591100
zc-emu-monthly-normfix-m12-seed3-30d-v1-online,0.9808108806610109,0.9389944076538086,0.9838047623634338,0.9724746346473694,0.9813307523727416,0.984242618083954,0.984242618083954,0.9702072739601136,0.9142311811447144,0.9710131287574768,204.92651936410627,0.06214071923021843,-0.008175817880476189,1.3361113961459752e-08,7.423150297000865e-07,2591100
zc-emu-monthly-normfix-m01-seed3-30d-v1-offline,0.990489900112152,0.9869957566261292,0.9953805804252625,0.9984652400016784,0.9903906583786012,0.9955514073371888,0.9955514073371888,0.989766001701355,0.9869061708450316,0.9886196851730348,205.8675713555598,0.07078376000461091,,,,2591100
zc-emu-monthly-normfix-m02-seed3-30d-v1-offline,0.9902970194816588,0.9868199825286864,0.9952290058135986,0.998542845249176,0.9901949763298036,0.995408833026886,0.995408833026886,0.9895527958869934,0.9870638251304626,0.9885201454162598,206.18174316811175,0.08224954248299685,,,,2591100
zc-emu-monthly-normfix-m03-seed3-30d-v1-offline,0.9901684522628784,0.9863375425338744,0.9951218366622924,0.9986112713813782,0.990140438079834,0.9953591227531432,0.9953591227531432,0.9886505007743835,0.9873687028884888,0.9875426292419434,205.9592749266401,0.1253781319465669,,,,2591100
zc-emu-monthly-normfix-m04-seed3-30d-v1-offline,0.9906211495399476,0.987715184688568,0.9955016374588012,0.9985682964324952,0.990553855895996,0.9956905841827391,0.9956905841827391,0.9894784688949584,0.9870617985725404,0.9883694052696228,205.1947861346068,0.1051093112192824,,,,2591100
zc-emu-monthly-normfix-m05-seed3-30d-v1-offline,0.9907023310661316,0.9870550632476808,0.9953940510749816,0.9983654022216796,0.9906188249588012,0.9955331683158876,0.9955331683158876,0.9901164770126344,0.9862840175628662,0.9890879988670348,205.68026713258917,0.105171707024417,,,,2591100
zc-emu-monthly-normfix-m06-seed3-30d-v1-offline,0.9907850623130798,0.987432897090912,0.9952197670936584,0.9983922243118286,0.9906574487686156,0.9953226447105408,0.9953226447105408,0.9903810024261476,0.9859766960144044,0.989331841468811,206.13970510444204,0.07868726507423512,,,,2591100
zc-emu-monthly-normfix-m07-seed3-30d-v1-offline,0.990645468235016,0.9869470000267028,0.9950896501541138,0.9982789754867554,0.9905299544334412,0.9952147603034972,0.9952147603034972,0.9897968769073486,0.985021471977234,0.9887562394142152,206.30708920038415,0.08596605195472107,,,,2591100
zc-emu-monthly-normfix-m08-seed3-30d-v1-offline,0.990996778011322,0.988026797771454,0.9954361319541932,0.9986391067504884,0.9909517168998718,0.9956037402153016,0.9956037402153016,0.9891660809516908,0.9874386191368104,0.9880037307739258,206.37934157642275,0.08583354087546155,,,,2591100
zc-emu-monthly-normfix-m09-seed3-30d-v1-offline,0.9908101558685304,0.9871290326118468,0.995368719100952,0.9986168742179872,0.9907507300376892,0.9955138564109802,0.9955138564109802,0.9902158975601196,0.9880695343017578,0.9889900088310242,205.953711103914,0.09566486827204589,,,,2591100
zc-emu-monthly-normfix-m10-seed3-30d-v1-offline,0.9906741380691528,0.9870924949645996,0.99541574716568,0.9984947443008424,0.9906277060508728,0.9956111311912536,0.9956111311912536,0.989693522453308,0.9877207279205322,0.9885879755020142,205.6421844342504,0.0802409797346166,,,,2591100
zc-emu-monthly-normfix-m11-seed3-30d-v1-offline,0.9903361797332764,0.9861157536506652,0.9952903985977172,0.9982680082321168,0.9903000593185424,0.9955166578292848,0.9955166578292848,0.9891597628593444,0.986638605594635,0.9878926277160645,205.2156354856476,0.05450264261430342,,,,2591100
zc-emu-monthly-normfix-m12-seed3-30d-v1-offline,0.9905902147293092,0.9866794347763062,0.9953452944755554,0.9983974695205688,0.9905110001564026,0.9955096244812012,0.9955096244812012,0.989713490009308,0.9866716861724854,0.988678216934204,204.8564079052143,0.05827796526869147,,,,2591100
zc-emu-seedsweep-gsc1-cls5-prpd0-jul-v2-online,0.985393226146698,0.9580164551734924,0.9889187216758728,0.969858169555664,0.9857577681541444,0.9892591834068298,0.9892591834068298,0.9723629355430604,0.916603147983551,0.973824679851532,206.4003688791845,0.1094965931286328,-0.003576175891782896,-2.544530779790699e-08,1.3049367367512933e-06,2591100
zc-emu-seedsweep-gsc1-cls5-prpd1-jul-v2-online,0.9825724959373474,0.928276002407074,0.9863021969795228,0.9235422611236572,0.9837877750396729,0.9868476986885072,0.9868476986885072,0.9577492475509644,0.8565878868103027,0.968740701675415,206.218938564824,0.09728539261542953,-0.009586645181823884,-1.1976020429485234e-08,7.457505616022351e-07,2591100
zc-emu-seedsweep-gsc1-cls5-prpd2-jul-v2-online,0.9817923903465272,0.8836240768432617,0.986464500427246,0.8596762418746948,0.983661413192749,0.9868568181991576,0.9868568181991576,0.9511417150497437,0.7565843462944031,0.9706650972366332,206.47256259832864,0.0974025714755317,-0.004204557416267107,-2.4755888160801146e-08,1.4623293145258569e-06,2591100
zc-emu-seedsweep-gsc1-cls5-prpd3-jul-v2-online,0.9816592335700988,0.924031376838684,0.9854325652122498,0.9386789202690125,0.9834244847297668,0.986650288105011,0.986650288105011,0.950140416622162,0.8597897291183472,0.9595749974250792,206.09650834386045,0.09402860197499098,-0.010815725481481308,5.0930896039815695e-09,3.731171881813777e-07,2591100
zc-emu-seedsweep-gsc1-cls5-prpd4-jul-v2-online,0.9835261106491088,0.9409315586090088,0.9870285391807556,0.9401286244392396,0.9846017956733704,0.9879644513130188,0.9879644513130188,0.956808626651764,0.8789351582527161,0.9590536952018738,206.35286279530712,0.11361289756357726,-0.005040671960017562,-2.035441141106009e-08,1.3815224188703548e-06,2591100
zc-emu-seedsweep-gsc1-cls5-prpd5-jul-v2-online,0.9844551682472228,0.9506715536117554,0.9876275062561036,0.9714484810829164,0.9847036600112916,0.9878899455070496,0.9878899455070496,0.9742417335510254,0.9069557785987854,0.9749718308448792,206.22657734126363,0.08849534083329233,-0.010038828753869211,-2.2540785173174603e-08,1.2122839365185256e-06,2591100
zc-emu-seedsweep-gsc1-cls0-prpd5-jul-v2-online,0.9846118092536926,0.9569857716560364,0.9879299998283386,0.975994884967804,0.9849092364311218,0.9882782101631165,0.9882782101631165,0.974243462085724,0.9231240749359132,0.9747491478919984,206.21553919425455,0.08859327215102453,-0.009769074445645742,-2.2392398171631812e-08,8.879057545734068e-07,2591100
zc-emu-seedsweep-gsc1-cls1-prpd5-jul-v2-online,0.9843928217887878,0.9516220092773438,0.9876615405082704,0.9709727168083192,0.9846495389938354,0.987952470779419,0.987952470779419,0.9730924367904664,0.9073792695999146,0.9736136794090272,206.214732692631,0.08960785986704549,-0.00978096900768719,-2.2341405599630483e-08,7.869804406825196e-07,2591100
zc-emu-seedsweep-gsc1-cls2-prpd5-jul-v2-online,0.9848878979682922,0.9580430388450624,0.988325297832489,0.9767364263534546,0.9850876331329346,0.9885711073875428,0.9885711073875428,0.9752511978149414,0.925545334815979,0.9757421016693116,206.22073331117605,0.08968485366004997,-0.009748970736163189,-1.5015429162420245e-08,1.002491350862028e-06,2591100
zc-emu-seedsweep-gsc1-cls3-prpd5-jul-v2-online,0.9828532338142396,0.9358242750167848,0.98649263381958,0.9454628229141236,0.9836056232452391,0.9869231581687928,0.9869231581687928,0.9640716314315796,0.8885601758956909,0.9734556078910828,206.2187554353972,0.08969097302408625,-0.009477730180211096,-1.7171722190120926e-08,6.131032511835603e-07,2591100
zc-emu-seedsweep-gsc1-cls4-prpd5-jul-v2-online,0.9848194122314452,0.952968418598175,0.9881780743598938,0.9725263118743896,0.9851078391075134,0.9885398745536804,0.9885398745536804,0.9740615487098694,0.912241756916046,0.9743391871452332,206.22380547314197,0.09016862831843964,-0.009050986506886715,-2.5211460453069295e-08,8.161231412981678e-07,2591100
zc-emu-seedsweep-gsc1-cls5-prpd5-jul-v2-online,0.9844551682472228,0.9506715536117554,0.9876275062561036,0.9714484810829164,0.9847036600112916,0.9878899455070496,0.9878899455070496,0.9742417335510254,0.9069557785987854,0.9749718308448792,206.22657734126363,0.08849534083329233,-0.010038828753869211,-2.2540785173174603e-08,1.2122839365185256e-06,2591100
