,column_skill/air_temperature,column_skill/cloud_water,column_skill/specific_humidity,column_skill/surface_precipitation,column_skill/gscond/air_temperature,column_skill/gscond/cloud_water,column_skill/gscond/specific_humidity,column_skill/precpd/air_temperature,column_skill/precpd/cloud_water,column_skill/precpd/specific_humidity,tropical_average_temp_near_tropopause_5d_k,antarctic_avg_column_integrated_cloud_5d_kg,drifts/air_temperature/10day,drifts/cloud_water_mixing_ratio/10day,drifts/specific_humidity/10day,duration_seconds
zc-emu-seed5-prognostic-30d-v2-online,0.984727382659912,0.952875554561615,0.9877966046333312,0.9682364463806152,0.9853538870811462,0.9884239435195924,0.9884239435195924,0.9676972031593324,0.9097146391868592,0.9694676995277404,206.18130440334917,0.08645601070107399,-0.0114570083829733,-2.2014560242963193e-08,8.603119663832052e-07,2591100
zc-emu-seed1-prognostic-30d-v2-offline,0.990951657295227,0.9876719117164612,0.9953059554100036,0.9983195662498474,0.9908933639526368,0.9954562187194824,0.9954562187194824,0.9893237948417664,0.9858813881874084,0.9882889986038208,206.13970510444204,0.07868726507423512,,,,2591100
zc-emu-seed2-prognostic-30d-v2-offline,0.9903444051742554,0.9866048097610474,0.9947783946990968,0.9984782338142396,0.9902248978614808,0.9948976039886476,0.9948976039886476,0.989502489566803,0.9858314990997314,0.9881502985954284,206.13970510444204,0.07868726507423512,,,,2591100
zc-emu-seed3-prognostic-30d-v2-offline,0.9901434183120728,0.986958622932434,0.9949805736541748,0.9975250363349916,0.990105926990509,0.995144248008728,0.995144248008728,0.9884202480316162,0.984718918800354,0.9874358773231506,206.13970510444204,0.07868726507423512,,,,2591100
zc-emu-seed4-prognostic-30d-v2-offline,0.9918946623802184,0.9874529838562012,0.9953022599220276,0.9984024167060852,0.9918617010116576,0.9954349994659424,0.9954349994659424,0.9898785352706908,0.9855820536613464,0.9887320399284364,206.13970510444204,0.07868726507423512,,,,2591100
zc-emu-seed5-prognostic-30d-v2-offline,0.9912588596343994,0.986872375011444,0.9949253797531128,0.998386561870575,0.991159975528717,0.995006263256073,0.995006263256073,0.9903810024261476,0.9859643578529358,0.989331841468811,206.13970510444204,0.07868726507423512,,,,2591100
zcemu-monthly-init-rh-in-m01-30d-v1-online,0.9773389101028442,0.9307204484939576,0.9822182059288024,0.8921735882759094,0.9814900755882264,0.9861109256744384,0.9861109256744384,0.9303909540176392,0.8549241423606873,0.9354454874992372,205.95324329533224,0.07688826203189156,-0.003601169425459716,-9.052589082491938e-09,6.877704774114688e-07,2591100
zcemu-monthly-init-rh-in-m02-30d-v1-online,0.9798356890678406,0.9350499510765076,0.9850023984909058,0.8791869878768921,0.9830054640769958,0.9877848029136658,0.9877848029136658,0.9346926212310792,0.862836480140686,0.9428027868270874,206.26522205619275,0.09082616026849616,-0.000779019609910847,1.3105255766544271e-08,-6.343595913239127e-07,2591100
zcemu-monthly-init-rh-in-m03-30d-v1-online,0.9771397113800048,0.9263198375701904,0.982553243637085,0.8646661043167114,0.9816893935203552,0.9864885807037354,0.9864885807037354,0.9216594696044922,0.8510821461677551,0.93040668964386,206.09185390817223,0.13494180163150304,-0.004251712569853794,-1.2552379336000015e-09,-3.23311587791409e-07,2591100
zcemu-monthly-init-rh-in-m04-30d-v1-online,0.9723809957504272,0.9339211583137512,0.977243185043335,0.879805862903595,0.9813050031661988,0.9854639768600464,0.9854639768600464,0.8843996524810791,0.8443880081176758,0.8913994431495667,205.53570915734352,0.12291883147136244,-0.00258725378845952,-1.4919589812777273e-08,9.264803113749696e-07,2591100
zcemu-monthly-init-rh-in-m05-30d-v1-online,0.9781890511512756,0.932974934577942,0.982708215713501,0.8833101987838745,0.9826836585998536,0.9867913126945496,0.9867913126945496,0.9230303168296814,0.8384415507316589,0.9297197461128236,206.02202868423623,0.1235164157231266,-0.0016782305311551229,-2.1659599561437477e-08,1.02797755200789e-06,2591100
